model,success,constrained_feature,original_pred,original_prob,cf_pred,cf_prob,og_mean radius,cf_mean radius,diff_mean radius,og_mean texture,cf_mean texture,diff_mean texture,og_mean perimeter,cf_mean perimeter,diff_mean perimeter,og_mean area,cf_mean area,diff_mean area,og_mean smoothness,cf_mean smoothness,diff_mean smoothness,og_mean compactness,cf_mean compactness,diff_mean compactness,og_mean concavity,cf_mean concavity,diff_mean concavity,og_mean concave points,cf_mean concave points,diff_mean concave points,og_mean symmetry,cf_mean symmetry,diff_mean symmetry,og_mean fractal dimension,cf_mean fractal dimension,diff_mean fractal dimension,og_radius error,cf_radius error,diff_radius error,og_texture error,cf_texture error,diff_texture error,og_perimeter error,cf_perimeter error,diff_perimeter error,og_area error,cf_area error,diff_area error,og_smoothness error,cf_smoothness error,diff_smoothness error,og_compactness error,cf_compactness error,diff_compactness error,og_concavity error,cf_concavity error,diff_concavity error,og_concave points error,cf_concave points error,diff_concave points error,og_symmetry error,cf_symmetry error,diff_symmetry error,og_fractal dimension error,cf_fractal dimension error,diff_fractal dimension error,og_worst radius,cf_worst radius,diff_worst radius,og_worst texture,cf_worst texture,diff_worst texture,og_worst perimeter,cf_worst perimeter,diff_worst perimeter,og_worst area,cf_worst area,diff_worst area,og_worst smoothness,cf_worst smoothness,diff_worst smoothness,og_worst compactness,cf_worst compactness,diff_worst compactness,og_worst concavity,cf_worst concavity,diff_worst concavity,og_worst concave points,cf_worst concave points,diff_worst concave points,og_worst symmetry,cf_worst symmetry,diff_worst symmetry,og_worst fractal dimension,cf_worst fractal dimension,diff_worst fractal dimension
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",1,0.8176014656774795,0,0.5,-0.4664974334628557,-0.3986278474330902,0.0678695860297655,-0.13728933427580936,-0.13866223394870758,-0.0013728996728982201,-0.44421137662990123,-0.39095547795295715,0.05325589867694408,-0.48646498211046835,-0.44351282715797424,0.042952154952494104,0.2808500721708621,0.2780415713787079,-0.0028085007921542227,0.041605888065700036,-0.10249228775501251,-0.14409817582071255,-0.11146495729283888,0.012898344546556473,0.12436330183939535,-0.26486865566012124,0.005786334164440632,0.2706549898245619,0.41524141022557975,0.4110890030860901,-0.004152407139489667,0.13513743625693653,0.13378606736660004,-0.0013513688903364907,-0.020915090791363417,0.17287082970142365,0.19378592049278706,-0.293239068193313,-0.2961714565753937,-0.002932388382080653,-0.17460869313480404,-0.13602301478385925,0.038585678350944785,-0.20729950217854168,-0.05933740735054016,0.14796209482800152,-0.011814323206632737,-0.011932466179132462,-0.00011814297249972475,-0.35108921192985637,-0.35460010170936584,-0.003510889779509474,-0.1810534995636749,-0.18286404013633728,-0.001810540572662389,-0.24238830633075095,-0.24481219053268433,-0.002423884201933374,-0.3373175813330717,-0.3406907618045807,-0.003373180471508974,-0.08421329576766165,-0.08505542576313019,-0.000842129995468538,-0.2632353954349302,-0.1489085704088211,0.11432682502610908,-0.14784207826389387,-0.14932049810886383,-0.0014784198449699637,-0.3315475216620064,-0.30898019671440125,0.02256732494760516,-0.35109337098775545,-0.2458723783493042,0.10522099263845125,0.4800194212392094,0.4752192199230194,-0.004800201316189967,-0.09649593736807759,-0.12576313316822052,-0.029267195800142934,-0.03583040521349128,0.107601597905159,0.1434320031186503,-0.19435087168285192,-0.17258204519748688,0.021768826485365045,0.1727566892862408,0.17102912068367004,-0.001727568602570756,0.20372995378097994,0.20169265568256378,-0.002037298098416157
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",0,0.9999057131105877,1,0.5470000161163229,1.365363441396914,0.8158019781112671,-0.5495614632856469,0.49866473473047496,0.49367809295654297,-0.004986641773931988,1.3055108815947314,0.8268128037452698,-0.4786980778494616,1.3414708602558774,0.8459882736206055,-0.4954825866352719,-0.4065390208670474,-0.41060441732406616,-0.004065396457018755,-0.01372410185849921,0.5528969764709473,0.5666210783294465,0.24063658907520033,-0.5663493871688843,-0.8069859762440846,0.8214487566437528,-0.4397816061973572,-1.26123036284111,-0.8339807866835112,-0.8423206210136414,-0.008339834330130191,-1.1312152702418672,-1.142527461051941,-0.01131219081007373,1.3674554742659557,-0.11563695967197418,-1.4830924339379299,-0.7487490684134084,-0.7562365531921387,-0.007487484778730291,1.2700984688030201,0.6702351570129395,-0.5998633117900807,1.1863819915675888,-0.17682196199893951,-1.3632039535665283,-0.8335014379302985,-0.8418364524841309,-0.008335014553832343,-0.49043918604598336,-0.49534356594085693,-0.004904379894873578,-0.31558999847851404,-0.3187459111213684,-0.003155912642854364,0.287260309010099,0.2843877077102661,-0.002872601299832911,-0.8224353434605784,-0.8306596875190735,-0.008224344058495037,-0.7623574707350874,-0.7699810266494751,-0.007623555914387681,1.7946187478872861,1.0401018857955933,-0.7545168620916929,0.17237238530664886,0.17064866423606873,-0.0017237210705801365,1.7636611204362806,1.4434372186660767,-0.320223901770204,1.7441411998123604,0.8974049091339111,-0.8467362906784492,-0.5305141685737853,-0.5358192920684814,-0.00530512349469614,-0.12362003736489979,0.0995662733912468,0.2231863107561466,-0.028181046514365538,-0.9366384744644165,-0.908457427950051,0.9917786168501146,0.7368346452713013,-0.2549439715788133,-0.5612110015171435,-0.5668231248855591,-0.005612123368415545,-1.008389490407495,-1.0184733867645264,-0.01008389635703133
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",0,0.9937286071688143,1,0.5062875041192699,0.3800657838216438,0.14598830044269562,-0.23407748337894818,0.06921973610261505,0.06852754205465317,-0.0006921940479618777,0.40410139076623347,0.22042444348335266,-0.1836769472828808,0.26659607314614986,0.11845535784959793,-0.14814071529655193,0.9675201389608243,0.9578449130058289,-0.009675225954995481,0.35641445142752337,0.8259600400924683,0.4695455886649449,0.7269020520378592,0.2979787588119507,-0.4289232932259085,0.857220952303154,-0.08064232021570206,-0.937863272518856,0.4370936935534352,0.4327227473258972,-0.004370946227537975,-0.6660528177450479,-0.6727133393287659,-0.006660521583717993,0.2555569697828214,-0.41848108172416687,-0.6740380515069883,-0.7701848331296481,-0.777886688709259,-0.0077018555796108945,0.11394606620841474,-0.019134338945150375,-0.13308040515356512,0.17460652758583298,-0.34409022331237793,-0.5186967508982109,-0.2453188719503449,-0.24777206778526306,-0.0024531958349181537,-0.5808283584456333,-0.5866366624832153,-0.005808304037582035,-0.1461736665116796,-0.14763540029525757,-0.0014617337835779731,-0.15331826891607353,-0.15485145151615143,-0.001533182600077898,-0.8089598500681477,-0.8170494437217712,-0.008089593653623495,-0.4882981457879763,-0.49318113923072815,-0.004882993442751837,0.6294030550051417,0.2350967526435852,-0.3943063023615565,0.07663816423916718,0.0758717805147171,-0.0007663837244500787,0.533832139390758,0.45599859952926636,-0.07783353986149166,0.4920441160078976,0.1291428953409195,-0.3629012206669781,1.0004659052630684,0.9904612302780151,-0.010004674985053308,-0.0861629468930978,0.014777767471969128,0.10094071436506692,0.49962470372531403,0.004934994503855705,-0.49468970922145833,0.5703501810018384,0.49527084827423096,-0.07507933272760747,-0.10783139121526883,-0.10890970379114151,-0.0010783125758726808,-0.20629286607176198,-0.20835579931735992,-0.0020629332455979477
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",1,0.9999943950966607,0,0.5,-0.4863166392186802,0.27957800030708313,0.7658946395257633,-0.3531851805805264,-0.3567170202732086,-0.003531839692682226,-0.4285704813552517,0.3348662555217743,0.7634367368770261,-0.5262333749161549,0.04933436959981918,0.575567744515974,0.6942901647407339,0.6873472332954407,-0.006942931445293232,0.533852005322369,-1.481454849243164,-2.015306854565533,-0.14472249154727967,0.31629395484924316,0.46101644639652284,-0.5336861848065036,-0.027191005647182465,0.5064951791593212,4.802699631942942e-05,4.754672772833146e-05,-4.802685910979598e-07,1.1473864746753892,1.1359126567840576,-0.011473817891331617,-0.7965924576708538,-0.3837849497795105,0.41280750789134335,0.4754918043890789,0.47073689103126526,-0.004754913357813639,-0.3162276956265344,0.11117737740278244,0.42740507302931685,-0.5222342192872323,-0.24072256684303284,0.2815116524441995,0.9860655646223868,0.9762049317359924,-0.009860632886394383,0.39354539879106964,0.3896099328994751,-0.003935465891594547,0.4916289950105208,0.4867126941680908,-0.004916300842429999,-0.03561857661810695,-0.035974763333797455,-0.00035618671569050825,0.1588255844791514,0.15723733603954315,-0.001588248439608253,0.7846589284093526,0.7768123149871826,-0.007846613422169968,-0.6981105379570164,-0.04323318973183632,0.6548773482251801,-0.43339415144793497,-0.4377281069755554,-0.004333955527620448,-0.5247206591725714,0.14411765336990356,0.6688383125424749,-0.6369594798394504,-0.1597672402858734,0.47719223955357704,0.5841087180439807,0.5782676339149475,-0.005841084129033169,0.0656028507081691,-1.0447055101394653,-1.1103083608476345,-0.16395716342384825,0.37676215171813965,0.5407193151419879,-0.620376708649473,0.12160805612802505,0.7419847647774981,-0.553284784553824,-0.5588176250457764,-0.005532840491952351,0.5453221525365483,0.539868950843811,-0.0054532016927372196
SVM,0,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",1,0.9999997979084346,1,0.9999997979084346,-0.7298097385045231,-0.7298097385045231,0.0,-1.1135140306101807,-1.1135140306101807,0.0,-0.7092833912844916,-0.7092833912844916,0.0,-0.7092807999579321,-0.7092807999579321,0.0,0.2945115708818663,0.2945115708818663,0.0,0.1598975906622639,0.1598975906622639,0.0,-0.2712019021209868,-0.2712019021209868,0.0,-0.5876075091460422,-0.5876075091460422,0.0,0.025542357545483767,0.025542357545483767,0.0,0.7030521916933535,0.7030521916933535,0.0,-0.4370373609906161,-0.4370373609906161,0.0,1.044648315820273,1.044648315820273,0.0,-0.5946322875556703,-0.5946322875556703,0.0,-0.4071537674769907,-0.4071537674769907,0.0,1.6901816653222197,1.6901816653222197,0.0,0.8331165526631767,0.8331165526631767,0.0,0.7071365349389206,0.7071365349389206,0.0,0.4844868204283134,0.4844868204283134,0.0,-0.2662649798093459,-0.2662649798093459,0.0,0.6075799674671171,0.6075799674671171,0.0,-0.8271165610975398,-0.8271165610975398,0.0,-0.9665347273927053,-0.9665347273927053,0.0,-0.8495754851414252,-0.8495754851414252,0.0,-0.7392434669671388,-0.7392434669671388,0.0,0.1287180445231041,0.1287180445231041,0.0,-0.26440703258650056,-0.26440703258650056,0.0,-0.4536766241532377,-0.4536766241532377,0.0,-0.6896442188325351,-0.6896442188325351,0.0,-0.9131350346885285,-0.9131350346885285,0.0,-0.14178859208672057,-0.14178859208672057,0.0
SVM,0,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",0,0.9999998999999902,0,0.9999998999999902,1.83536174932075,1.83536174932075,0.0,2.3807133079520266,2.3807133079520266,0.0,1.9846550185203125,1.9846550185203125,0.0,1.7222320679698977,1.7222320679698977,0.0,1.5858827121957637,1.5858827121957637,0.0,3.3079832242804974,3.3079832242804974,0.0,3.3068804669278204,3.3068804669278204,0.0,2.7281593914599234,2.7281593914599234,0.0,2.1342876986835706,2.1342876986835706,0.0,1.027971636123967,1.027971636123967,0.0,1.1454293182038229,1.1454293182038229,0.0,0.7249597558280764,0.7249597558280764,0.0,1.4083340821567232,1.4083340821567232,0.0,0.9780503449203191,0.9780503449203191,0.0,-0.15296503920739,-0.15296503920739,0.0,1.9339275451017715,1.9339275451017715,0.0,1.1942084893435696,1.1942084893435696,0.0,0.7548780054371556,0.7548780054371556,0.0,0.32665672945760704,0.32665672945760704,0.0,0.8493125044126031,0.8493125044126031,0.0,1.9777240710544801,1.9777240710544801,0.0,2.2917299689384913,2.2917299689384913,0.0,2.324583119108263,2.324583119108263,0.0,1.6647829339374296,1.6647829339374296,0.0,1.4515195247504147,1.4515195247504147,0.0,3.9740564978693027,3.9740564978693027,0.0,3.17498790874456,3.17498790874456,0.0,2.3112327378150814,2.3112327378150814,0.0,1.8737228496146021,1.8737228496146021,0.0,2.251039519393167,2.251039519393167,0.0
SVM,0,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",0,0.9999998999999902,0,0.9999998999999902,2.2345771795452127,2.2345771795452127,0.0,0.6371196796432823,0.6371196796432823,0.0,2.2768927986519256,2.2768927986519256,0.0,2.3342704537028047,2.3342704537028047,0.0,0.7590025270560191,0.7590025270560191,0.0,1.7511117836547525,1.7511117836547525,0.0,1.9639815458962293,1.9639815458962293,0.0,2.6781835298769368,2.6781835298769368,0.0,0.047394640873340214,0.047394640873340214,0.0,-0.18839346353935774,-0.18839346353935774,0.0,2.1424257514764586,2.1424257514764586,0.0,-0.9291051577500467,-0.9291051577500467,0.0,2.273031677575514,2.273031677575514,0.0,1.9101384242231598,1.9101384242231598,0.0,-0.9861145090587276,-0.9861145090587276,0.0,0.1385188052349143,0.1385188052349143,0.0,0.09144519615503864,0.09144519615503864,0.0,0.44790448363299956,0.44790448363299956,0.0,-0.6607294227514094,-0.6607294227514094,0.0,-0.008784123763869698,-0.008784123763869698,0.0,2.377226594328359,2.377226594328359,0.0,0.04362636387107007,0.04362636387107007,0.0,2.6365397386905416,2.6365397386905416,0.0,2.380770843831249,2.380770843831249,0.0,-0.09247171118703727,-0.09247171118703727,0.0,0.8767426029940883,0.8767426029940883,0.0,0.9609766502663385,0.9609766502663385,0.0,1.977154923215357,1.977154923215357,0.0,-0.2600147569110029,-0.2600147569110029,0.0,0.10501036924735134,0.10501036924735134,0.0
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",0,0.941789313975396,1,0.505107117315684,0.9774732716043506,0.847348153591156,-0.1301251180131946,-0.9703656977342271,-0.9800693392753601,-0.009703641541133012,0.9515327253789744,0.8494256138801575,-0.1021071114988169,0.8481735622619353,0.7658199071884155,-0.08235365507351977,0.1960049749130448,0.19404491782188416,-0.0019600570911606496,0.23049102608279387,0.5067703723907471,0.2762793463079532,0.12410924367611767,-0.11433205008506775,-0.23844129376118542,0.8219748183446266,0.30684909224510193,-0.5151257260995247,-0.26217937293795085,-0.26480117440223694,-0.0026218014642860887,-0.175896561830488,-0.17765553295612335,-0.0017589711256353613,0.7010234612450627,0.32947778701782227,-0.3715456742272404,-0.7025512996284089,-0.7095767855644226,-0.007025485936013709,0.86844184398859,0.7944611310958862,-0.0739807128927038,0.4456707962143763,0.1619836390018463,-0.28368715721252996,-0.44607383461499495,-0.4505345821380615,-0.004460747523066577,0.2525813323106631,0.2500555217266083,-0.0025258105840548217,0.03881401949622435,0.03842587769031525,-0.0003881418059091049,0.2618117268916197,0.2591935992240906,-0.002618127667529113,-0.16213616723147195,-0.1637575328350067,-0.0016213656035347634,-0.028180196564844724,-0.02846199832856655,-0.000281801763721827,0.7854587281590004,0.5662609934806824,-0.21919773467831805,-0.9929441676871831,-1.0028736591339111,-0.009929491446728056,0.8337904274506416,0.7905221581459045,-0.04326826930473704,0.6172538243883439,0.4155145287513733,-0.20173929563697057,-0.2616168184947912,-0.2642329931259155,-0.002616174631124346,0.1837864292657512,0.23990018665790558,0.05611375739215438,-0.12284186041604712,-0.39784353971481323,-0.2750016792987661,0.48146709271383836,0.4397301971912384,-0.04173689552259996,-0.23623610602104442,-0.23859846591949463,-0.0023623598984502114,-0.2623835391022329,-0.2650073766708374,-0.0026238375686045146
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",1,0.5383190603385276,0,0.5,-0.22017301906903836,-0.2125997096300125,0.007573309439025844,-0.7802834852268138,-0.7880862951278687,-0.0078028099010548635,-0.22194602272698422,-0.2160034030675888,0.0059426196593954095,-0.3790057079334003,-0.37421292066574097,0.00479278726765936,0.8668564642481599,0.8581879138946533,-0.008668550353506554,0.9516888257844255,0.9377915859222412,-0.013897239862184274,0.3527547916753989,0.3666324019432068,0.013877610267807872,0.5678870168227034,0.5959970951080322,0.028110078285328854,0.47715621298783817,0.47238466143608093,-0.004771551551757236,0.8696775478116162,0.860980749130249,-0.00869679868136719,-0.4101679535690841,-0.39069077372550964,0.019477179843574444,-0.3449805692325125,-0.3484303653240204,-0.003449796091507862,-0.6395830289608953,-0.635277271270752,0.004305757690143297,-0.5745820491162004,-0.5602500438690186,0.014332005247181812,-0.06388616507234143,-0.06452502310276031,-0.0006388580304188818,0.5441940194571527,0.5387520790100098,-0.005441940447142968,0.217261736806879,0.2150891125202179,-0.0021726242866610956,0.3079372819813634,0.30485790967941284,-0.003079372301950545,0.09389820722471244,0.09295922517776489,-0.0009389820469475479,0.2810794086507028,0.27826860547065735,-0.0028108031800454514,-0.14671382614671596,-0.13395650684833527,0.012757319298380698,-0.38717763093259866,-0.39104941487312317,-0.003871783940524509,-0.3132500660903535,-0.3107319176197052,0.002518148470648296,-0.46219494321265847,-0.45045381784439087,0.011741125368267602,0.9570953649277468,0.9475244283676147,-0.009570936560132082,1.4618481886398234,1.4585835933685303,-0.0032645952712930804,1.0097413119732654,1.023564100265503,0.013822788292237487,0.8676487866548043,0.870077908039093,0.002429121384288746,0.9859865497228201,0.9761266708374023,-0.009859878885417728,0.9946084435106194,0.9846623539924622,-0.00994608951815723
SVM,1,"[11, 14, 9, 19, 29, 18, 24, 28, 4, 8, 21, 1, 15, 17, 16]",1,0.9959801831398695,0,0.5,-0.06161937302244301,0.4411393404006958,0.5027587134231388,-0.6019347426272649,-0.6079540848731995,-0.006019342245934589,-0.1198686009345331,0.29821133613586426,0.41807993707039737,-0.15506170872974684,0.17787645757198334,0.3329381663017302,-1.974735267640773,-1.9944826364517212,-0.019747368810948185,-0.9621564463867561,-1.5947726964950562,-0.6326162501083,-0.8397293721599711,-0.29801809787750244,0.5417112742824687,-0.9177112264441929,-0.18985484540462494,0.727856381039568,0.007332121438937234,0.007258800324052572,-7.3321114884662e-05,-1.0270744226679525,-1.0373451709747314,-0.010270748306778987,-0.8715439625835484,-0.29445943236351013,0.5770845302200382,-1.157691717698224,-1.1692686080932617,-0.011576890395037731,-0.7087008356377467,-0.4243496358394623,0.2843511997982844,-0.551905054008105,-0.14849066734313965,0.4034143866649653,-1.205536735788443,-1.2175921201705933,-0.012055384382150258,-0.6717555616333765,-0.6784731149673462,-0.006717553333969728,-0.7137806640167393,-0.7209184765815735,-0.007137812564834145,-1.1232273549066152,-1.1344596147537231,-0.011232259847107962,-0.9081884832305924,-0.9172703623771667,-0.009081879146574323,-0.6197604169945854,-0.6259580254554749,-0.006197608460889459,-0.22786277618672224,0.40834352374076843,0.6362062999274907,-0.6166096434908745,-0.6227757334709167,-0.0061660899800422,-0.17706900331116618,0.0021277579944580793,0.17919676130562426,-0.2787891731905963,0.23737715184688568,0.5161663250374819,-1.6347281255110746,-1.6510753631591797,-0.016347237648105084,-0.3367379659113595,-0.5691312551498413,-0.2323932892384818,-0.6511256955744221,-0.019762542098760605,0.6313631534756615,-0.7963039247781354,-0.6234520673751831,0.17285185740295228,-0.3582998472561642,-0.3618828356266022,-0.0035829883704379673,-0.38634392649957294,-0.3902073800563812,-0.003863453556808283
